duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type
1.44,657,1268,0,0,0,0,0,1,0,25,1,0.039,0.015,0.866,0.089,187,129,0,normal
0.09,98,82,0,0,0,0,0,0,0,472,1,0.177,0.948,0.199,0.938,221,23,1,probe
0.94,1254,1177,0,0,0,0,0,1,0,38,29,0.019,0.033,0.992,0.037,222,179,0,normal
0.17,1659,1100,0,0,0,2,0,1,0,11,29,0.003,0.034,0.825,0.023,253,154,0,normal
5.92,1424,1121,0,0,0,1,0,1,0,40,8,0.005,0.024,0.852,0.083,138,170,0,normal
11.84,1609,1010,0,0,0,0,0,1,0,31,21,0.004,0.041,0.939,0.035,149,190,0,normal
73.1,1300,9514,0,0,0,24,1,1,11,24,7,0.036,0.043,0.73,0.144,12,13,1,r2l_exfiltration
0.64,8011,0,1,2,0,0,0,0,0,242,359,0.958,0.073,0.959,0.038,8,2,1,dos
3.13,1778,576,0,0,0,3,0,1,0,46,18,0.042,0.017,0.905,0.069,146,93,0,normal
6.48,670,1647,0,0,0,2,0,1,0,17,7,0.043,0.038,0.903,0.054,122,82,0,normal
2.3,989,776,0,0,0,4,0,1,0,7,40,0.039,0.028,0.895,0.081,253,51,0,normal
5.9,1643,1299,0,0,0,2,0,1,0,39,16,0.041,0.019,0.878,0.049,116,191,0,normal
3.53,1254,703,0,0,0,0,0,1,0,38,46,0.009,0.028,0.803,0.047,144,162,0,normal
0.91,1666,317,0,0,0,2,1,1,0,3,35,0.008,0.016,0.873,0.011,160,241,0,normal
6.69,2114,889,0,0,0,3,0,1,0,10,41,0.045,0.012,0.928,0.054,174,190,0,normal
0.09,9243,0,0,1,0,0,0,0,0,415,420,0.88,0.064,0.959,0.042,1,7,1,dos
12.0,1163,1177,0,0,0,0,0,1,0,34,32,0.004,0.021,0.927,0.079,177,196,0,normal
2.49,1342,522,0,0,0,0,0,1,0,46,6,0.005,0.029,0.972,0.014,162,233,0,normal
55.39,834,8507,0,0,0,17,1,1,2,15,3,0.075,0.011,0.667,0.09,4,19,1,r2l_exfiltration
9.67,1704,829,0,0,0,3,0,1,0,15,33,0.007,0.013,0.871,0.087,137,81,0,normal
1.58,1421,1039,0,0,0,1,0,1,0,7,13,0.016,0.043,0.9,0.07,162,235,0,normal
1.61,1661,1391,0,0,0,3,0,1,0,43,32,0.001,0.038,0.981,0.055,239,145,0,normal
14.7,2273,1195,0,0,0,0,0,1,0,5,7,0.026,0.027,0.871,0.057,194,91,0,normal
0.07,158,125,0,0,0,1,0,0,0,310,3,0.268,0.527,0.066,0.743,228,26,1,probe
1.33,1503,1457,0,0,0,4,0,1,0,24,46,0.036,0.004,0.877,0.018,109,167,0,normal
4.72,1627,1066,0,0,0,0,0,1,0,23,48,0.007,0.046,0.927,0.09,138,85,0,normal
10.13,1847,1066,0,0,0,2,0,1,0,22,48,0.009,0.046,0.818,0.087,130,165,0,normal
0.17,10507,0,0,0,0,0,0,0,0,269,464,0.943,0.066,0.983,0.027,7,1,1,dos
0.05,164,96,0,0,0,0,0,0,0,503,4,0.134,0.988,0.147,0.884,238,14,1,probe
0.03,9658,0,0,2,0,1,0,0,0,201,237,0.922,0.065,0.963,0.006,9,3,1,dos
0.01,180,102,0,0,0,2,0,0,0,366,2,0.132,0.878,0.043,0.735,194,11,1,probe
1.96,1947,1279,0,0,0,0,0,1,0,29,19,0.05,0.042,0.925,0.035,209,186,0,normal
2.46,942,428,0,0,0,3,0,1,0,26,26,0.011,0.01,0.999,0.088,250,243,0,normal
18.32,1502,1731,0,0,0,0,0,1,0,27,39,0.014,0.033,0.844,0.042,254,84,0,normal
0.1,106,170,0,0,0,1,0,0,0,196,8,0.087,0.582,0.056,0.806,146,15,1,probe
2.57,975,783,0,0,0,0,0,1,0,40,38,0.032,0.028,0.818,0.056,122,128,0,normal
10.98,1539,1342,0,0,0,3,0,1,0,45,30,0.015,0.024,0.869,0.001,115,125,0,normal
3.07,1574,1178,0,0,0,4,1,1,0,40,48,0.02,0.039,0.988,0.047,181,112,0,normal
6.23,2034,836,0,0,0,0,0,1,0,11,1,0.018,0.027,0.862,0.051,185,71,0,normal
0.02,135,98,0,0,0,1,0,0,0,428,19,0.229,0.438,0.046,0.945,199,8,1,probe
0.25,1335,2006,0,0,0,2,0,1,0,48,6,0.048,0.043,0.946,0.098,157,212,0,normal
0.09,282,180,0,0,0,1,0,0,0,253,2,0.107,0.636,0.156,0.844,153,15,1,probe
0.18,7938,0,1,2,0,1,0,0,0,204,274,0.896,0.057,0.957,0.037,7,5,1,dos
4.69,1722,1416,0,1,0,4,0,1,0,10,36,0.049,0.003,0.913,0.062,252,67,0,normal
12.91,1611,100,0,0,0,4,0,1,0,47,31,0.005,0.021,0.883,0.083,189,236,0,normal
3.2,1259,584,0,0,0,3,0,1,0,37,10,0.033,0.022,0.882,0.084,245,130,0,normal
37.31,1028,12525,0,0,0,25,0,1,7,23,10,0.072,0.056,0.768,0.032,7,19,1,r2l_exfiltration
0.39,8537,0,0,1,0,0,0,0,0,217,457,0.911,0.098,0.969,0.005,4,9,1,dos
4.89,1487,1130,0,0,0,3,0,1,0,12,7,0.047,0.012,0.861,0.063,181,218,0,normal
0.01,173,43,0,0,0,1,0,0,0,149,6,0.008,0.647,0.103,0.821,81,20,1,probe
0.83,1573,1299,0,0,0,4,0,1,0,36,40,0.002,0.028,0.906,0.07,111,211,0,normal
4.87,1309,1371,0,0,0,4,0,1,0,22,8,0.008,0.047,0.879,0.055,157,165,0,normal
15.06,2739,1181,0,0,0,3,0,1,0,8,33,0.031,0.017,0.936,0.053,110,147,0,normal
5.46,1454,1270,0,0,0,1,0,1,0,22,44,0.047,0.001,0.975,0.074,215,168,0,normal
0.05,123,109,0,0,0,0,0,0,0,157,7,0.06,0.415,0.156,0.931,41,7,1,probe
1.42,1522,1616,0,0,0,3,1,1,0,39,13,0.033,0.011,0.888,0.028,222,129,0,normal
4.2,1696,1592,0,0,0,2,0,1,0,33,49,0.037,0.038,0.953,0.0,140,188,0,normal
0.15,1436,1433,0,1,0,1,0,1,0,12,41,0.024,0.04,0.897,0.003,102,183,0,normal
5.07,1919,1456,0,0,0,3,0,1,0,4,31,0.012,0.04,0.97,0.096,123,73,0,normal
2.95,2339,1323,0,0,0,2,0,1,0,39,46,0.025,0.015,0.922,0.015,100,234,0,normal
7.12,1506,1573,0,0,0,0,0,1,0,5,6,0.029,0.006,0.998,0.005,137,101,0,normal
8.63,525,1153,0,0,0,2,0,1,0,6,45,0.002,0.04,0.802,0.009,115,108,0,normal
11.05,1132,1342,0,0,0,0,0,1,0,48,25,0.021,0.035,0.821,0.086,144,249,0,normal
8.38,1157,1334,0,0,0,0,1,1,0,18,7,0.006,0.039,0.937,0.041,149,205,0,normal
2.99,1074,806,0,0,0,1,0,1,0,32,19,0.031,0.003,0.93,0.056,233,193,0,normal
13.18,1460,1135,0,0,0,0,0,1,0,48,40,0.003,0.034,0.941,0.056,212,184,0,normal
6.8,1457,736,0,0,0,3,0,1,0,12,42,0.005,0.02,0.878,0.091,245,51,0,normal
5.89,1360,1056,0,0,0,2,0,1,0,28,23,0.005,0.003,0.913,0.082,116,208,0,normal
5.97,789,572,0,0,0,2,0,1,0,14,21,0.006,0.048,0.991,0.062,140,158,0,normal
0.66,1157,877,0,0,0,2,0,1,0,28,34,0.025,0.029,0.892,0.098,149,103,0,normal
4.49,956,1013,0,0,0,2,0,1,0,13,20,0.024,0.024,0.959,0.021,216,195,0,normal
2.21,1802,403,0,0,0,1,0,1,0,28,22,0.047,0.03,0.963,0.021,231,187,0,normal
4.02,1481,1030,0,0,0,1,0,1,0,28,25,0.022,0.012,0.858,0.083,185,160,0,normal
15.12,1259,379,0,0,0,0,0,1,0,37,41,0.006,0.016,0.817,0.036,163,144,0,normal
11.04,1142,1301,0,0,0,4,0,1,0,38,18,0.002,0.037,0.812,0.052,173,130,0,normal
1.7,1675,1020,0,0,0,2,0,1,0,35,49,0.014,0.014,0.83,0.09,178,102,0,normal
14.66,1411,678,0,0,0,0,0,1,0,4,48,0.01,0.022,0.918,0.032,153,254,0,normal
1.71,1436,815,0,0,0,4,0,1,0,16,33,0.034,0.029,0.997,0.039,213,194,0,normal
7.38,638,1411,0,0,0,0,0,1,0,18,34,0.032,0.019,0.833,0.006,157,85,0,normal
2.85,709,1334,0,0,0,3,0,1,0,37,49,0.008,0.017,0.996,0.094,156,176,0,normal
54.56,866,12165,0,0,0,7,0,1,17,20,10,0.032,0.02,0.918,0.19,25,15,1,r2l_exfiltration
5.65,1294,1285,0,0,0,3,0,1,0,8,37,0.015,0.036,0.82,0.009,125,182,0,normal
3.2,956,1513,0,0,0,2,0,1,0,44,4,0.048,0.022,0.913,0.031,153,80,0,normal
3.55,1518,1204,0,0,0,1,0,1,0,2,18,0.05,0.006,0.876,0.081,239,149,0,normal
5.17,1404,1376,0,0,0,3,0,1,0,32,7,0.029,0.002,0.995,0.077,191,244,0,normal
10.09,1686,1213,0,0,0,1,0,1,0,27,45,0.04,0.022,0.851,0.022,120,243,0,normal
14.96,1792,839,0,0,0,4,0,1,0,5,16,0.043,0.015,0.846,0.031,187,185,0,normal
1.79,1836,946,0,0,0,4,0,1,0,29,14,0.041,0.044,0.991,0.077,102,189,0,normal
43.28,806,2931,0,0,0,25,1,1,5,3,1,0.056,0.007,0.808,0.047,10,11,1,r2l_exfiltration
3.9,1683,1086,0,1,0,4,0,1,0,45,6,0.03,0.009,0.853,0.062,170,84,0,normal
4.1,1813,867,0,0,0,3,0,1,0,27,4,0.043,0.042,0.906,0.071,162,78,0,normal
8.12,1781,1399,0,0,0,4,0,1,0,18,13,0.009,0.027,0.887,0.028,211,246,0,normal
1.5,1575,1607,0,0,0,0,0,1,0,27,20,0.004,0.045,0.857,0.057,231,229,0,normal
5.31,1020,849,0,0,0,1,0,1,0,1,11,0.025,0.044,0.813,0.094,196,244,0,normal
0.79,1557,1489,0,0,0,2,0,1,0,19,3,0.04,0.003,0.978,0.039,137,229,0,normal
3.84,1377,1278,0,0,0,2,0,1,0,5,15,0.048,0.047,0.885,0.086,103,152,0,normal
2.72,1330,1530,0,0,0,4,0,1,0,42,38,0.01,0.028,0.972,0.02,219,188,0,normal
2.17,1407,806,0,0,0,2,0,1,0,1,22,0.005,0.013,0.92,0.047,252,167,0,normal
2.71,1800,1517,0,1,0,1,0,1,0,7,22,0.006,0.033,0.884,0.053,183,249,0,normal
14.09,1181,1824,0,0,0,1,0,1,0,14,17,0.038,0.025,0.988,0.011,128,164,0,normal
2.26,2170,911,0,0,0,1,0,1,0,28,9,0.035,0.02,0.802,0.001,204,138,0,normal
0.45,1349,1465,0,0,0,3,0,1,0,48,21,0.003,0.001,0.909,0.09,130,224,0,normal
4.72,1532,1587,0,0,0,1,0,1,0,9,10,0.012,0.013,0.994,0.02,211,145,0,normal
6.59,1691,1507,0,0,0,0,0,1,0,8,27,0.023,0.024,0.989,0.05,118,189,0,normal
4.96,1632,1413,0,0,0,0,0,1,0,31,49,0.027,0.023,0.825,0.081,214,97,0,normal
4.04,1528,1258,0,0,0,2,0,1,0,30,10,0.046,0.009,0.954,0.03,100,201,0,normal
0.08,295,114,0,0,0,2,0,0,0,428,7,0.063,0.514,0.124,0.894,146,29,1,probe
30.91,1016,10515,0,0,0,16,0,1,16,29,6,0.095,0.094,0.742,0.184,14,19,1,r2l_exfiltration
1.87,1476,1363,0,0,0,0,0,1,0,44,4,0.015,0.019,0.914,0.066,131,130,0,normal
0.56,959,619,0,0,0,4,0,1,0,2,30,0.026,0.02,0.982,0.077,141,175,0,normal
9.18,2001,1116,0,0,0,2,0,1,0,25,27,0.025,0.038,0.877,0.001,211,158,0,normal
2.14,1190,729,0,0,0,3,0,1,0,41,38,0.036,0.023,0.8,0.022,238,168,0,normal
0.56,1888,1095,0,0,0,4,0,1,0,4,18,0.014,0.044,0.996,0.017,141,238,0,normal
10.0,1857,1368,0,0,0,2,1,1,0,38,39,0.035,0.014,0.923,0.099,195,161,0,normal
0.07,2084,1227,0,0,0,1,0,1,0,16,3,0.017,0.018,0.832,0.076,206,75,0,normal
0.88,1189,1140,0,0,0,1,0,1,0,42,17,0.0,0.029,0.825,0.07,147,62,0,normal
0.46,1032,1672,0,0,0,2,0,1,0,22,22,0.043,0.018,0.961,0.082,243,186,0,normal
0.19,1071,1059,0,0,0,0,0,1,0,37,9,0.038,0.042,0.877,0.004,235,142,0,normal
8.78,1287,1400,0,0,0,2,0,1,0,15,17,0.026,0.037,0.946,0.08,181,57,0,normal
0.55,1884,1078,0,0,0,1,0,1,0,13,20,0.041,0.008,0.979,0.055,115,157,0,normal
0.06,247,133,0,0,0,1,0,0,0,416,19,0.036,0.894,0.152,0.921,181,12,1,probe
5.93,1150,1231,0,0,0,2,0,1,0,13,49,0.021,0.013,0.882,0.013,249,182,0,normal
15.56,1760,1592,0,0,0,3,0,1,0,13,22,0.01,0.013,0.819,0.093,208,243,0,normal
1.79,1481,1068,0,0,0,1,0,1,0,40,45,0.003,0.024,0.998,0.07,156,170,0,normal
9.93,1351,1147,0,0,0,2,0,1,0,49,22,0.007,0.018,0.961,0.003,154,202,0,normal
0.14,1571,906,0,0,0,2,0,1,0,31,16,0.044,0.001,0.801,0.092,192,86,0,normal
67.31,704,10352,0,0,0,15,0,1,14,26,13,0.007,0.087,0.72,0.038,2,17,1,r2l_exfiltration
4.54,2031,1375,0,0,0,1,0,1,0,49,7,0.021,0.044,0.91,0.041,128,109,0,normal
1.3,1148,1505,0,0,0,1,0,1,0,45,7,0.004,0.006,0.821,0.063,195,108,0,normal
2.88,910,364,0,0,0,6,11,0,2,81,1,0.096,0.988,0.715,0.076,5,1,1,brute_force
0.5,1272,1062,0,0,0,4,0,1,0,32,38,0.028,0.026,0.95,0.051,153,215,0,normal
0.73,691,267,0,0,0,9,8,0,1,73,6,0.039,0.701,0.984,0.178,7,15,1,brute_force
0.23,837,993,0,0,0,4,0,1,0,35,30,0.04,0.027,0.809,0.034,238,230,0,normal
7.38,987,980,0,0,0,0,0,1,0,32,5,0.048,0.022,0.809,0.081,103,79,0,normal
13.45,1267,1673,0,0,0,0,0,1,0,36,48,0.044,0.037,0.983,0.005,197,67,0,normal
1.09,1420,1555,0,0,0,1,0,1,0,27,48,0.026,0.018,0.803,0.093,241,233,0,normal
58.11,1848,4602,0,0,0,19,1,1,9,28,13,0.02,0.066,0.907,0.007,18,11,1,r2l_exfiltration
11.95,543,1355,0,0,0,1,0,1,0,15,45,0.004,0.019,0.933,0.063,106,191,0,normal
8.63,1260,1334,0,0,0,3,0,1,0,30,46,0.04,0.011,0.933,0.009,119,95,0,normal
24.68,1350,549,0,0,0,0,0,1,0,36,17,0.048,0.04,0.849,0.097,204,249,0,normal
0.17,799,1224,0,0,0,4,0,1,0,15,21,0.006,0.033,0.828,0.095,152,138,0,normal
1.01,2166,1760,0,0,0,0,0,1,0,25,17,0.049,0.024,0.826,0.009,142,84,0,normal
0.02,9134,0,0,1,1,1,0,0,0,501,423,0.914,0.026,0.936,0.003,7,5,1,dos
7.16,1377,1164,0,0,0,2,0,1,0,44,44,0.021,0.019,0.821,0.086,226,145,0,normal
3.53,1169,1247,0,0,0,3,0,1,0,2,42,0.008,0.033,0.981,0.01,132,159,0,normal
11.32,1721,1469,0,0,0,4,0,1,0,2,47,0.01,0.039,0.93,0.099,137,191,0,normal
14.33,781,1374,0,0,0,4,0,1,0,22,19,0.001,0.006,0.875,0.085,148,89,0,normal
6.53,1505,1354,0,0,0,3,0,1,0,48,20,0.012,0.027,0.858,0.018,186,129,0,normal
0.89,909,906,0,0,0,3,0,1,0,13,28,0.021,0.034,0.908,0.005,175,99,0,normal
4.46,1024,1212,0,0,0,1,0,1,0,22,45,0.011,0.019,0.887,0.075,113,204,0,normal
1.29,639,1888,0,0,0,2,0,1,0,41,38,0.01,0.011,0.903,0.086,239,101,0,normal
1.94,1442,752,0,0,0,4,0,1,0,2,30,0.018,0.037,0.906,0.018,114,192,0,normal
5.94,2141,1917,0,0,0,0,0,1,0,47,13,0.017,0.002,0.86,0.028,190,119,0,normal
3.38,1743,1303,0,0,0,1,0,1,0,19,7,0.042,0.019,0.875,0.076,138,235,0,normal
3.75,2196,1325,0,0,0,1,0,1,0,20,32,0.035,0.01,0.808,0.048,223,97,0,normal
0.83,1341,1038,0,0,0,0,0,1,0,43,15,0.039,0.002,0.814,0.041,177,238,0,normal
0.46,9899,0,0,0,0,0,0,0,0,502,352,0.913,0.016,0.982,0.046,7,5,1,dos
7.16,835,860,0,0,0,3,0,1,0,39,31,0.009,0.019,0.911,0.095,221,104,0,normal
4.57,1577,1356,0,0,0,0,0,1,0,31,37,0.01,0.04,0.995,0.092,135,224,0,normal
0.93,2082,950,0,0,0,3,0,1,0,47,38,0.02,0.014,0.904,0.053,103,108,0,normal
5.51,680,1100,0,0,0,1,0,1,0,29,49,0.019,0.03,0.99,0.064,190,107,0,normal
5.95,1188,1722,0,0,0,2,0,1,0,28,6,0.044,0.02,0.902,0.089,236,81,0,normal
2.34,1170,1154,0,0,0,0,0,1,0,39,2,0.028,0.007,0.939,0.056,209,166,0,normal
4.56,1509,1328,0,0,0,4,0,1,0,45,10,0.027,0.038,0.833,0.078,111,194,0,normal
0.06,127,87,0,0,0,1,0,0,0,187,8,0.27,0.84,0.052,0.83,37,23,1,probe
0.11,735,1472,0,0,0,4,0,1,0,47,5,0.049,0.003,0.827,0.095,224,131,0,normal
0.03,8377,0,0,0,0,0,0,0,0,470,386,0.977,0.048,0.98,0.035,5,7,1,dos
8.62,1721,581,0,0,0,2,0,1,0,46,34,0.019,0.004,0.87,0.089,235,218,0,normal
74.26,1037,7041,0,0,0,25,1,1,10,3,6,0.098,0.048,0.774,0.057,21,19,1,r2l_exfiltration
0.59,1505,597,0,0,0,1,0,1,0,28,34,0.035,0.042,0.844,0.046,169,147,0,normal
3.04,1238,1619,0,0,0,4,0,1,0,36,4,0.035,0.016,0.818,0.056,207,100,0,normal
1.15,2223,1181,0,0,0,1,0,1,0,49,38,0.024,0.004,0.809,0.074,247,170,0,normal
7.24,2166,959,0,0,0,4,0,1,0,27,3,0.035,0.05,0.982,0.075,191,154,0,normal
1.6,1338,689,0,0,0,1,0,1,0,2,29,0.007,0.045,1.0,0.088,189,136,0,normal
0.1,12391,0,0,0,0,1,0,0,0,322,322,0.891,0.029,0.997,0.041,2,9,1,dos
4.9,913,1265,0,0,0,0,0,1,0,11,46,0.03,0.008,0.973,0.057,246,119,0,normal
0.03,226,163,0,0,0,0,0,0,0,360,9,0.164,0.998,0.166,0.718,141,18,1,probe
5.97,1209,1659,0,0,0,1,0,1,0,49,36,0.002,0.02,0.847,0.036,159,57,0,normal
13.61,891,1576,0,0,0,0,0,1,0,48,48,0.043,0.001,0.916,0.052,114,171,0,normal
15.49,1355,1004,0,0,0,4,1,1,0,47,1,0.019,0.02,0.957,0.053,111,148,0,normal
3.99,1706,729,0,0,0,3,0,1,0,30,18,0.045,0.015,0.865,0.074,185,53,0,normal
1.09,1745,855,0,0,0,4,0,1,0,27,41,0.039,0.028,0.953,0.01,144,69,0,normal
8.17,2135,1329,0,0,0,1,0,1,0,38,1,0.019,0.038,0.981,0.077,116,195,0,normal
2.35,1027,1013,0,0,0,2,0,1,0,10,47,0.014,0.011,0.91,0.085,232,229,0,normal
1.62,1883,1193,0,0,0,1,0,1,0,38,13,0.028,0.036,0.975,0.074,162,75,0,normal
2.39,1373,1075,0,0,0,3,0,1,0,9,48,0.03,0.026,0.808,0.001,109,146,0,normal
0.13,2092,2007,0,0,0,2,0,1,0,12,40,0.027,0.033,0.996,0.082,186,185,0,normal
5.89,1326,581,0,0,0,2,0,1,0,20,25,0.009,0.002,0.91,0.082,118,210,0,normal
0.22,4236,0,0,1,1,0,0,0,0,379,308,0.808,0.074,0.907,0.046,2,9,1,dos
2.18,1552,1518,0,0,0,2,0,1,0,15,6,0.032,0.03,0.864,0.002,171,123,0,normal
0.44,1874,682,0,0,0,1,0,1,0,39,33,0.041,0.043,0.827,0.05,142,131,0,normal
2.61,2004,1273,0,0,0,1,0,1,0,24,35,0.02,0.005,0.983,0.091,223,99,0,normal
5.09,1579,1635,0,0,0,0,0,1,0,43,22,0.026,0.006,0.856,0.051,135,138,0,normal
0.56,934,740,0,0,0,4,0,1,0,5,1,0.004,0.011,0.987,0.071,157,57,0,normal
6.06,1762,1208,0,0,0,3,0,1,0,23,5,0.01,0.043,0.88,0.013,180,80,0,normal
0.26,1268,1422,0,0,0,4,0,1,0,38,49,0.009,0.028,0.808,0.085,153,113,0,normal
0.43,1897,1135,0,0,0,2,0,1,0,49,4,0.003,0.031,0.806,0.043,216,63,0,normal
2.35,1343,1263,0,0,0,2,0,1,0,36,14,0.042,0.004,0.946,0.052,135,194,0,normal
1.47,908,390,0,0,0,8,17,0,0,98,5,0.197,0.589,0.66,0.126,3,8,1,brute_force
7.84,1173,1003,0,0,0,3,0,1,0,42,47,0.031,0.001,0.94,0.054,179,173,0,normal
7.18,1384,818,0,0,0,2,0,1,0,17,49,0.044,0.035,0.914,0.007,107,232,0,normal
0.3,1038,940,0,0,0,3,0,1,0,29,39,0.003,0.016,0.881,0.036,154,157,0,normal
20.8,1060,832,0,0,0,3,0,1,0,48,22,0.012,0.049,0.927,0.03,188,84,0,normal
3.49,1691,1434,0,0,0,2,0,1,0,17,6,0.002,0.029,0.849,0.011,187,80,0,normal
0.42,1902,831,0,0,0,3,0,1,0,32,16,0.018,0.029,0.918,0.096,221,164,0,normal
8.5,2013,1738,0,0,0,4,0,1,0,19,8,0.044,0.032,0.813,0.015,193,102,0,normal
17.45,1995,1446,0,0,0,2,0,1,0,4,13,0.01,0.045,0.872,0.091,196,207,0,normal
6.15,1700,1557,0,0,0,3,0,1,0,38,33,0.045,0.01,0.944,0.025,244,138,0,normal
3.5,528,483,0,0,0,6,6,0,1,89,2,0.027,0.673,0.598,0.182,34,16,1,brute_force
1.94,992,853,0,0,0,1,0,1,0,30,25,0.013,0.034,0.816,0.053,159,77,0,normal
1.36,1885,857,0,0,0,0,0,1,0,32,37,0.004,0.037,0.981,0.051,200,74,0,normal
1.7,343,229,0,0,0,9,13,0,3,34,1,0.096,0.638,0.528,0.044,18,16,1,brute_force
3.19,6598,0,0,1,1,1,0,0,0,225,233,0.835,0.087,0.975,0.018,5,2,1,dos
5.82,1571,840,0,0,0,2,0,1,0,11,48,0.002,0.05,0.89,0.038,246,80,0,normal
0.84,1389,1186,0,0,0,0,0,1,0,26,43,0.019,0.003,0.835,0.076,204,57,0,normal
0.41,7683,0,0,0,0,0,0,0,0,442,249,0.836,0.07,0.999,0.021,5,5,1,dos
1.14,1640,804,0,0,0,3,0,1,0,6,25,0.015,0.047,0.977,0.006,174,193,0,normal
0.47,7151,0,1,1,0,0,0,0,0,442,213,0.959,0.009,0.991,0.05,4,7,1,dos
32.88,757,13500,0,0,0,14,0,1,13,27,12,0.032,0.09,0.729,0.172,21,15,1,r2l_exfiltration
1.77,1704,1159,0,0,0,4,0,1,0,1,21,0.0,0.004,0.987,0.039,144,173,0,normal
2.07,1671,1023,0,0,0,0,0,1,0,38,9,0.041,0.039,0.875,0.003,234,72,0,normal
1.98,1654,1730,0,0,0,4,0,1,0,21,30,0.005,0.041,0.802,0.1,208,153,0,normal
2.31,467,293,0,0,0,5,6,0,3,68,5,0.151,0.654,0.565,0.289,16,3,1,brute_force
3.0,1589,1282,0,0,0,3,0,1,0,11,24,0.003,0.021,0.913,0.053,156,241,0,normal
3.9,1663,859,0,0,0,0,0,1,0,34,19,0.041,0.034,0.856,0.073,203,237,0,normal
1.82,1400,1223,0,0,0,4,0,1,0,17,26,0.019,0.031,0.931,0.029,128,253,0,normal
3.68,1379,1394,0,0,0,0,0,1,0,30,48,0.031,0.042,0.988,0.037,109,101,0,normal
1.13,1413,1789,0,0,0,4,0,1,0,12,47,0.012,0.019,0.8,0.069,120,92,0,normal
8.23,782,824,0,0,0,2,0,1,0,31,1,0.033,0.035,0.874,0.062,168,156,0,normal
0.04,7552,0,1,0,0,0,0,0,0,486,440,0.844,0.061,0.954,0.014,7,9,1,dos
12.53,1054,962,0,0,0,0,0,1,0,22,19,0.043,0.022,0.832,0.04,191,57,0,normal
3.59,1485,1333,0,0,0,1,0,1,0,46,30,0.049,0.005,0.989,0.053,173,164,0,normal
6.43,2103,978,0,0,0,0,0,1,0,1,21,0.012,0.028,0.824,0.017,197,251,0,normal
5.27,1457,1754,0,0,0,4,0,1,0,45,15,0.021,0.018,0.849,0.073,113,162,0,normal
8.0,2408,1042,0,0,0,3,0,1,0,21,37,0.027,0.026,0.943,0.024,226,181,0,normal
0.51,1265,1199,0,0,0,3,0,1,0,10,31,0.006,0.04,0.831,0.075,135,51,0,normal
0.31,1346,1294,0,0,0,1,0,1,0,28,44,0.011,0.026,0.914,0.017,139,205,0,normal
0.1,288,94,0,0,0,1,0,0,0,368,15,0.054,0.769,0.107,0.965,251,3,1,probe
0.27,1975,937,0,0,0,3,0,1,0,23,1,0.015,0.0,0.919,0.004,169,229,0,normal
3.24,1508,1719,0,0,0,0,0,1,0,3,6,0.042,0.038,0.981,0.079,180,156,0,normal
0.49,2366,1526,0,0,0,0,0,1,0,33,13,0.004,0.05,0.913,0.014,242,148,0,normal
0.61,761,847,0,0,0,1,0,1,0,24,12,0.0,0.027,0.866,0.086,223,120,0,normal
7.9,1533,1150,0,0,0,1,0,1,0,5,9,0.01,0.034,0.818,0.049,168,151,0,normal
4.87,1168,1285,0,0,0,3,0,1,0,34,30,0.042,0.05,0.912,0.015,246,134,0,normal
9.99,1835,906,0,0,0,0,0,1,0,6,47,0.02,0.035,0.819,0.027,124,164,0,normal
10.0,612,1052,0,0,0,3,0,1,0,31,19,0.008,0.019,0.835,0.033,181,185,0,normal
3.75,1682,1317,0,0,0,1,0,1,0,44,1,0.001,0.031,0.953,0.032,157,141,0,normal
18.4,1264,1160,0,0,0,1,0,1,0,27,15,0.035,0.01,0.955,0.017,104,149,0,normal
4.92,478,1342,0,0,0,4,0,1,0,11,8,0.044,0.021,0.843,0.079,134,195,0,normal
5.58,1167,446,0,0,0,1,0,1,0,1,33,0.022,0.001,0.99,0.096,111,58,0,normal
80.78,200,11883,0,0,0,27,0,1,10,21,13,0.081,0.01,0.956,0.107,11,14,1,r2l_exfiltration
26.4,1803,1133,0,0,0,4,0,1,0,39,7,0.038,0.04,0.839,0.074,161,248,0,normal
5.95,1441,582,0,0,0,1,0,1,0,2,1,0.036,0.015,0.896,0.067,153,245,0,normal
3.69,1275,1557,0,0,0,0,0,1,0,29,38,0.006,0.026,0.952,0.073,200,192,0,normal
2.74,898,1058,0,0,0,2,0,1,0,48,4,0.018,0.033,0.935,0.098,242,61,0,normal
1.66,2050,1570,0,0,0,1,0,1,0,23,38,0.014,0.035,0.857,0.033,118,109,0,normal
2.31,1160,913,0,0,0,1,0,1,0,37,7,0.035,0.008,0.91,0.058,109,139,0,normal
0.96,4644,0,0,1,0,1,0,0,0,259,306,0.863,0.006,0.928,0.017,2,2,1,dos
0.25,628,1482,0,0,0,1,0,1,0,7,34,0.008,0.008,0.937,0.019,249,54,0,normal
0.38,1842,750,0,0,0,0,0,1,0,19,30,0.031,0.025,0.869,0.082,252,53,0,normal
0.0,187,73,0,0,0,0,0,0,0,171,10,0.169,0.785,0.105,0.909,36,13,1,probe
13.9,1549,877,0,0,0,0,0,1,0,21,36,0.009,0.021,0.805,0.018,124,240,0,normal
1.27,2745,1755,0,0,0,1,0,1,0,20,30,0.024,0.041,0.834,0.078,188,243,0,normal
